"","from","to"
"13920",145,174
"13921",145,145
"13922",145,181
"13923",181,174
"13924",181,145
"13925",181,181
"13926",174,174
"13927",174,174
"13928",174,174
"13929",174,145
"13930",174,181
"13931",145,174
"13932",145,145
"13933",145,181
"13934",181,174
"13935",181,145
"13936",181,181
"13937",174,174
"13938",174,145
"13939",145,174
"13940",145,145
"13941",174,174
"13942",174,145
"13943",145,174
"13944",145,145
"13945",174,174
"13946",174,145
"13947",174,181
"13948",145,174
"13949",145,145
"13950",145,181
"13951",181,174
"13952",181,145
"13953",181,181
"13954",174,174
"13955",174,145
"13956",174,181
"13957",145,174
"13958",145,145
"13959",145,181
"13960",181,174
"13961",181,145
"13962",181,181
"13963",174,174
"13964",174,145
"13965",174,181
"13966",145,174
"13967",145,145
"13968",145,181
"13969",181,174
"13970",181,145
"13971",181,181
"13972",174,174
"13973",174,174
"13974",174,145
"13975",145,174
"13976",145,145
"13977",174,174
"13978",174,174
"13979",174,174
"13980",174,145
"13981",145,174
"13982",145,145
"13983",174,174
"13984",174,145
"13985",145,174
"13986",145,145
"13987",174,174
"13988",174,145
"13989",145,174
"13990",145,145
"13991",145,145
"13992",145,145
"13993",145,145
"13994",145,145
"13995",145,181
"13996",181,145
"13997",181,181
"13998",145,145
"13999",145,145
"14000",145,145
"14001",145,145
"14002",145,145
"14003",145,145
"14004",145,145
"14005",145,145
"14006",145,145
"14007",145,145
"14008",145,145
"14009",145,145
"14010",145,145
"14011",145,145
"14012",145,145
"14013",145,145
"14014",145,145
"14015",145,145
"14016",145,145
"14017",145,145
"14018",145,145
"14019",145,145
"14020",145,145
"14021",145,145
"14022",145,145
"14023",145,145
"14024",145,145
"14025",145,145
"14026",145,145
"14027",145,145
"14028",145,145
"14029",145,145
"14030",145,145
"14031",145,145
"14032",145,145
"14033",82,82
"14034",82,82
"14035",82,82
"14036",82,82
"14037",82,82
"14038",82,82
"14039",82,82
"14040",82,113
"14041",113,82
"14042",113,113
"14043",82,82
"14044",82,82
"14045",82,82
"14046",82,82
"14047",82,82
"14048",82,82
"14049",82,82
"14050",82,82
"14051",82,82
"14052",82,82
"14053",82,82
"14054",82,82
"14055",82,82
"14056",82,82
"14057",82,82
"14058",82,113
"14059",113,82
"14060",113,113
"14061",82,82
"14062",82,113
"14063",113,82
"14064",113,113
"14065",147,147
"14066",147,147
"14067",147,147
"14068",32,32
"14069",32,4
"14070",4,32
"14071",4,4
"14072",32,32
"14073",32,4
"14074",4,32
"14075",4,4
"14076",32,32
"14077",32,4
"14078",4,32
"14079",4,4
"14080",32,32
"14081",32,4
"14082",4,32
"14083",4,4
"14084",32,32
"14085",32,32
"14086",32,4
"14087",4,32
"14088",4,4
"14089",32,32
"14090",32,4
"14091",4,32
"14092",4,4
"14093",32,32
"14094",32,4
"14095",4,32
"14096",4,4
"14097",32,32
"14098",32,4
"14099",4,32
"14100",4,4
"14101",146,146
"14102",146,146
"14103",92,92
"14104",92,92
"14105",92,92
"14106",92,92
"14107",92,92
"14108",62,62
"14109",12,12
"14110",12,12
"14111",12,12
"14112",12,12
"14113",12,12
"14114",12,12
"14115",12,12
"14116",12,12
"14117",12,12
"14118",12,114
"14119",114,12
"14120",114,114
"14121",12,12
"14122",12,12
"14123",81,81
"14124",81,81
"14125",81,81
"14126",81,81
"14127",81,81
"14128",81,81
"14129",81,81
"14130",81,81
"14131",81,81
"14132",81,81
"14133",81,81
"14134",81,73
"14135",73,81
"14136",73,73
"14137",81,81
"14138",81,81
"14139",81,81
"14140",81,81
"14141",81,81
"14142",81,81
"14143",81,81
"14144",81,81
"14145",81,160
"14146",160,81
"14147",160,160
"14148",81,81
"14149",81,81
"14150",81,81
"14151",81,81
"14152",81,81
"14153",81,81
"14154",81,81
"14155",81,81
"14156",81,81
"14157",81,81
"14158",81,81
"14159",81,81
"14160",81,81
"14161",81,81
"14162",81,182
"14163",182,81
"14164",182,182
"14165",81,81
"14166",81,81
"14167",66,66
"14168",66,73
"14169",73,66
"14170",73,73
"14171",66,66
"14172",66,21
"14173",21,66
"14174",21,21
"14175",66,66
"14176",66,66
"14177",66,66
"14178",66,66
"14179",66,73
"14180",66,21
"14181",73,66
"14182",73,73
"14183",73,21
"14184",21,66
"14185",21,73
"14186",21,21
"14187",66,66
"14188",66,21
"14189",21,66
"14190",21,21
"14191",66,66
"14192",66,21
"14193",21,66
"14194",21,21
"14195",66,66
"14196",66,21
"14197",21,66
"14198",21,21
"14199",66,66
"14200",66,66
"14201",66,21
"14202",21,66
"14203",21,21
"14204",66,66
"14205",66,21
"14206",21,66
"14207",21,21
"14208",66,66
"14209",66,73
"14210",66,21
"14211",73,66
"14212",73,73
"14213",73,21
"14214",21,66
"14215",21,73
"14216",21,21
"14217",66,66
"14218",66,21
"14219",21,66
"14220",21,21
"14221",113,113
"14222",113,113
"14223",113,113
"14224",113,113
"14225",113,113
"14226",113,113
"14227",113,113
"14228",113,113
"14229",113,113
"14230",113,113
"14231",113,113
"14232",113,113
"14233",113,113
"14234",113,113
"14235",113,113
"14236",113,113
"14237",113,113
"14238",113,113
"14239",113,113
"14240",113,113
"14241",113,59
"14242",59,113
"14243",59,59
"14244",34,34
"14245",34,34
"14246",17,17
"14247",17,84
"14248",84,17
"14249",84,84
"14250",17,17
"14251",17,17
"14252",17,17
"14253",17,84
"14254",84,17
"14255",84,84
"14256",17,17
"14257",65,65
"14258",65,65
"14259",65,65
"14260",65,65
"14261",65,65
"14262",65,65
"14263",65,84
"14264",84,65
"14265",84,84
"14266",65,65
"14267",65,65
"14268",65,65
"14269",65,65
"14270",65,65
"14271",65,65
"14272",65,65
"14273",183,183
"14274",183,183
"14275",183,183
"14276",183,183
"14277",183,183
"14278",183,183
"14279",183,183
"14280",183,183
"14281",169,169
"14282",169,169
"14283",169,169
"14284",169,169
"14285",169,169
"14286",169,169
"14287",169,169
"14288",169,169
"14289",169,169
"14290",169,169
"14291",169,169
"14292",169,169
"14293",169,169
"14294",169,169
"14295",169,169
"14296",169,169
"14297",169,169
"14298",169,169
"14299",169,169
"14300",181,181
"14301",181,181
"14302",181,181
"14303",181,181
"14304",181,181
"14305",181,181
"14306",181,181
"14307",181,181
"14308",181,181
"14309",181,181
"14310",181,181
"14311",181,181
"14312",181,181
"14313",181,181
"14314",181,181
"14315",181,181
"14316",181,181
"14317",181,181
"14318",181,181
"14319",181,181
"14320",181,181
"14321",181,181
"14322",181,181
"14323",181,181
"14324",181,127
"14325",127,181
"14326",127,127
"14327",181,181
"14328",181,181
"14329",181,181
"14330",181,181
"14331",181,181
"14332",181,181
"14333",181,181
"14334",97,97
"14335",97,97
"14336",97,97
"14337",97,97
"14338",97,97
"14339",97,97
"14340",97,97
"14341",97,97
"14342",97,97
"14343",97,97
"14344",97,97
"14345",97,97
"14346",97,97
"14347",97,97
"14348",97,97
"14349",97,97
"14350",97,97
"14351",97,97
"14352",97,97
"14353",97,97
"14354",97,97
"14355",97,97
"14356",97,97
"14357",97,97
"14358",97,97
"14359",97,97
"14360",97,97
"14361",97,97
"14362",97,97
"14363",97,97
"14364",97,97
"14365",97,97
"14366",97,97
"14367",97,97
"14368",97,97
"14369",97,97
"14370",97,97
"14371",97,97
"14372",97,97
"14373",97,97
"14374",97,97
"14375",97,97
"14376",97,97
"14377",97,97
"14378",148,148
"14379",148,148
"14380",148,148
"14381",148,148
"14382",148,148
"14383",148,148
"14384",148,148
"14385",148,148
"14386",148,148
"14387",148,148
"14388",148,148
"14389",148,148
"14390",148,148
"14391",148,148
"14392",148,148
"14393",148,148
"14394",148,148
"14395",148,148
"14396",148,148
"14397",148,148
"14398",148,148
"14399",148,148
"14400",148,148
"14401",148,148
"14402",148,148
"14403",148,148
"14404",148,148
"14405",148,148
"14406",148,148
"14407",148,148
"14408",148,148
"14409",148,148
"14410",148,148
"14411",148,148
"14412",148,148
"14413",148,148
"14414",148,148
"14415",148,148
"14416",148,148
"14417",4,4
"14418",4,4
"14419",4,4
"14420",4,4
"14421",4,4
"14422",4,4
"14423",4,4
"14424",4,4
"14425",4,4
"14426",4,4
"14427",4,4
"14428",4,4
"14429",4,4
"14430",4,4
"14431",4,4
"14432",4,4
"14433",4,4
"14434",4,4
"14435",4,4
"14436",4,4
"14437",4,4
"14438",4,4
"14439",4,4
"14440",4,4
"14441",4,4
"14442",4,4
"14443",4,4
"14444",4,4
"14445",4,4
"14446",4,98
"14447",4,99
"14448",98,4
"14449",98,98
"14450",98,99
"14451",99,4
"14452",99,98
"14453",99,99
"14454",4,4
"14455",4,4
"14456",4,4
"14457",4,98
"14458",4,99
"14459",98,4
"14460",98,98
"14461",98,99
"14462",99,4
"14463",99,98
"14464",99,99
"14465",4,4
"14466",4,4
"14467",4,4
"14468",4,4
"14469",4,4
"14470",4,4
"14471",4,4
"14472",4,98
"14473",98,4
"14474",98,98
"14475",4,4
"14476",4,4
"14477",4,4
"14478",179,179
"14479",151,151
"14480",151,5
"14481",5,151
"14482",5,5
"14483",20,20
"14484",136,136
"14485",136,136
"14486",136,136
"14487",136,136
"14488",136,136
"14489",136,136
"14490",136,136
"14491",136,136
"14492",136,136
"14493",136,136
"14494",136,136
"14495",136,136
"14496",136,136
"14497",136,136
"14498",136,136
"14499",160,160
"14500",160,160
"14501",160,160
"14502",160,160
"14503",160,160
"14504",160,160
"14505",160,160
"14506",160,160
"14507",160,160
"14508",160,160
"14509",184,184
"14510",184,184
"14511",184,133
"14512",133,184
"14513",133,133
"14514",184,184
"14515",184,184
"14516",184,184
"14517",184,184
"14518",184,133
"14519",133,184
"14520",133,133
"14521",184,184
"14522",184,84
"14523",184,133
"14524",84,184
"14525",84,84
"14526",84,133
"14527",133,184
"14528",133,84
"14529",133,133
"14530",184,184
"14531",184,84
"14532",84,184
"14533",84,84
"14534",184,184
"14535",127,127
"14536",127,127
"14537",127,127
"14538",127,127
"14539",127,127
"14540",127,127
"14541",127,127
"14542",127,127
"14543",127,127
"14544",127,127
"14545",127,127
"14546",127,127
"14547",127,127
"14548",127,127
"14549",127,127
"14550",127,127
"14551",127,127
"14552",127,127
"14553",127,127
"14554",127,127
"14555",127,127
"14556",127,127
"14557",127,127
"14558",127,124
"14559",124,127
"14560",124,124
"14561",127,127
"14562",127,127
"14563",124,124
"14564",124,124
"14565",124,124
"14566",125,125
"14567",125,134
"14568",134,125
"14569",134,134
"14570",125,125
"14571",125,125
"14572",125,134
"14573",134,125
"14574",134,134
"14575",125,125
"14576",125,134
"14577",134,125
"14578",134,134
"14579",125,125
"14580",125,134
"14581",134,125
"14582",134,134
"14583",125,125
"14584",125,125
"14585",125,125
"14586",125,125
"14587",125,125
"14588",125,125
"14589",125,125
"14590",125,134
"14591",134,125
"14592",134,134
"14593",125,125
"14594",125,134
"14595",134,125
"14596",134,134
"14597",125,125
"14598",125,125
"14599",125,134
"14600",134,125
"14601",134,134
"14602",125,125
"14603",125,134
"14604",134,125
"14605",134,134
"14606",125,125
"14607",125,134
"14608",134,125
"14609",134,134
"14610",125,125
"14611",125,134
"14612",134,125
"14613",134,134
"14614",125,125
"14615",125,134
"14616",134,125
"14617",134,134
"14618",125,125
"14619",125,134
"14620",134,125
"14621",134,134
"14622",125,125
"14623",125,134
"14624",134,125
"14625",134,134
"14626",125,125
"14627",125,134
"14628",134,125
"14629",134,134
"14630",149,149
"14631",149,137
"14632",137,149
"14633",137,137
"14634",149,149
"14635",149,149
"14636",149,77
"14637",77,149
"14638",77,77
"14639",149,149
"14640",149,149
"14641",149,149
"14642",149,137
"14643",137,149
"14644",137,137
"14645",149,149
"14646",149,149
"14647",149,149
"14648",149,149
"14649",149,149
"14650",149,149
"14651",149,149
"14652",149,149
"14653",149,149
"14654",149,149
"14655",149,149
"14656",149,149
"14657",149,149
"14658",149,149
"14659",149,149
"14660",149,149
"14661",149,149
"14662",149,149
"14663",149,149
"14664",149,149
"14665",149,149
"14666",149,149
"14667",149,149
"14668",149,149
"14669",149,149
"14670",149,149
"14671",149,149
"14672",149,149
"14673",149,149
"14674",149,149
"14675",149,149
"14676",149,149
"14677",149,149
"14678",149,149
"14679",149,149
"14680",149,149
"14681",149,149
"14682",149,149
"14683",149,149
"14684",149,149
"14685",149,149
"14686",149,149
"14687",149,149
"14688",149,149
"14689",149,149
"14690",149,149
"14691",149,149
"14692",149,149
"14693",149,149
"14694",149,149
"14695",149,149
"14696",149,149
"14697",149,149
"14698",149,149
"14699",149,149
"14700",149,149
"14701",149,150
"14702",150,149
"14703",150,150
"14704",149,149
"14705",149,149
"14706",149,149
"14707",149,149
"14708",73,73
"14709",73,73
"14710",73,73
"14711",73,73
"14712",73,73
"14713",73,73
"14714",73,73
"14715",73,134
"14716",134,73
"14717",134,134
"14718",73,73
"14719",73,73
"14720",73,73
"14721",73,73
"14722",73,73
"14723",73,73
"14724",73,73
"14725",5,5
"14726",5,5
"14727",5,5
"14728",5,5
"14729",5,5
"14730",5,5
"14731",5,5
"14732",5,5
"14733",5,5
"14734",5,5
"14735",5,5
"14736",5,5
"14737",5,5
"14738",5,5
"14739",5,78
"14740",78,5
"14741",78,78
"14742",5,5
"14743",5,5
"14744",5,5
"14745",5,72
"14746",5,78
"14747",72,5
"14748",72,72
"14749",72,78
"14750",78,5
"14751",78,72
"14752",78,78
"14753",5,5
"14754",5,5
"14755",5,5
"14756",5,5
"14757",5,5
"14758",5,5
"14759",5,126
"14760",126,5
"14761",126,126
"14762",5,5
"14763",5,5
"14764",5,5
"14765",5,5
"14766",5,5
"14767",5,5
"14768",5,5
"14769",5,5
"14770",5,5
"14771",5,5
"14772",5,5
"14773",5,5
"14774",5,5
"14775",5,5
"14776",5,5
"14777",5,5
"14778",5,5
"14779",5,5
"14780",29,29
"14781",29,29
"14782",29,31
"14783",31,29
"14784",31,31
"14785",29,29
"14786",29,31
"14787",29,150
"14788",31,29
"14789",31,31
"14790",31,150
"14791",150,29
"14792",150,31
"14793",150,150
"14794",29,29
"14795",29,31
"14796",31,29
"14797",31,31
"14798",29,29
"14799",29,31
"14800",31,29
"14801",31,31
"14802",29,29
"14803",29,29
"14804",29,29
"14805",29,31
"14806",31,29
"14807",31,31
"14808",29,29
"14809",29,31
"14810",31,29
"14811",31,31
"14812",77,77
"14813",77,77
"14814",77,77
"14815",77,77
"14816",77,77
"14817",77,77
"14818",77,77
"14819",77,77
"14820",77,77
"14821",77,77
"14822",77,77
"14823",77,77
"14824",77,77
"14825",77,77
"14826",77,77
"14827",77,77
"14828",77,77
"14829",77,77
"14830",77,77
"14831",77,77
"14832",77,77
"14833",77,77
"14834",77,77
"14835",77,77
"14836",77,77
"14837",77,77
"14838",77,77
"14839",77,77
"14840",77,77
"14841",77,77
"14842",77,77
"14843",77,77
"14844",77,77
"14845",77,77
"14846",77,77
"14847",77,72
"14848",72,77
"14849",72,72
"14850",77,77
"14851",77,77
"14852",77,77
"14853",77,77
"14854",77,77
"14855",77,77
"14856",77,77
"14857",77,77
"14858",112,112
"14859",112,112
"14860",112,112
"14861",112,112
"14862",112,112
"14863",112,112
"14864",112,112
"14865",112,112
"14866",112,112
"14867",112,112
"14868",112,112
"14869",112,112
"14870",112,112
"14871",112,112
"14872",112,112
"14873",112,112
"14874",112,112
"14875",112,112
"14876",112,112
"14877",112,112
"14878",112,112
"14879",112,112
"14880",112,112
"14881",112,112
"14882",112,112
"14883",112,112
"14884",112,112
"14885",112,112
"14886",112,112
"14887",112,112
"14888",112,112
"14889",112,112
"14890",112,112
"14891",112,112
"14892",112,112
"14893",112,112
"14894",112,112
"14895",112,112
"14896",112,112
"14897",123,123
"14898",123,123
"14899",123,123
"14900",123,123
"14901",123,123
"14902",123,123
"14903",123,123
"14904",123,123
"14905",123,123
"14906",123,123
"14907",123,123
"14908",123,123
"14909",123,123
"14910",123,123
"14911",123,123
"14912",123,123
"14913",123,123
"14914",123,123
"14915",123,123
"14916",123,123
"14917",123,123
"14918",123,123
"14919",123,123
"14920",123,123
"14921",123,123
"14922",123,123
"14923",123,123
"14924",123,123
"14925",123,123
"14926",123,123
"14927",123,123
"14928",123,123
"14929",123,123
"14930",123,123
"14931",123,123
"14932",123,123
"14933",123,123
"14934",123,123
"14935",123,123
"14936",123,123
"14937",123,123
"14938",123,123
"14939",123,123
"14940",123,123
"14941",123,123
"14942",123,123
"14943",123,123
"14944",123,123
"14945",123,123
"14946",123,123
"14947",123,123
"14948",123,123
"14949",68,68
"14950",68,68
"14951",68,68
"14952",68,68
"14953",68,68
"14954",68,68
"14955",68,25
"14956",25,68
"14957",25,25
"14958",68,68
"14959",68,25
"14960",25,68
"14961",25,25
"14962",21,21
"14963",21,21
"14964",21,37
"14965",37,21
"14966",37,37
"14967",21,21
"14968",21,21
"14969",21,21
"14970",21,21
"14971",21,25
"14972",25,21
"14973",25,25
"14974",21,21
"14975",21,21
"14976",21,21
"14977",21,21
"14978",21,21
"14979",21,21
"14980",21,21
"14981",21,21
"14982",21,21
"14983",21,37
"14984",37,21
"14985",37,37
"14986",21,21
"14987",21,21
"14988",72,72
"14989",72,72
"14990",72,72
"14991",72,72
"14992",72,72
"14993",72,72
"14994",72,72
"14995",72,72
"14996",72,72
"14997",61,61
"14998",61,61
"14999",61,61
"15000",61,61
"15001",89,89
"15002",89,89
"15003",89,89
"15004",89,89
"15005",89,89
"15006",137,137
"15007",137,137
"15008",137,137
"15009",137,137
"15010",137,137
"15011",137,137
"15012",137,137
"15013",137,137
"15014",137,137
"15015",137,137
"15016",137,137
"15017",137,137
"15018",137,137
"15019",137,137
"15020",137,137
"15021",137,137
"15022",137,137
"15023",137,137
"15024",137,137
"15025",137,137
"15026",84,84
"15027",84,84
"15028",84,133
"15029",133,84
"15030",133,133
"15031",84,84
"15032",84,84
"15033",84,84
"15034",84,84
"15035",84,84
"15036",84,84
"15037",84,84
"15038",84,84
"15039",84,84
"15040",84,84
"15041",84,84
"15042",84,84
"15043",84,84
"15044",84,84
"15045",84,84
"15046",84,84
"15047",84,84
"15048",84,84
"15049",84,84
"15050",84,84
"15051",84,84
"15052",84,84
"15053",84,84
"15054",84,84
"15055",84,84
"15056",96,96
"15057",96,96
"15058",96,96
"15059",96,96
"15060",96,96
"15061",96,96
"15062",96,96
"15063",104,104
"15064",104,104
"15065",104,104
"15066",104,104
"15067",104,104
"15068",104,104
"15069",104,104
"15070",104,104
"15071",104,104
"15072",104,104
"15073",104,104
"15074",104,104
"15075",104,104
"15076",104,104
"15077",104,104
"15078",104,104
"15079",185,185
"15080",185,185
"15081",185,185
"15082",185,185
"15083",185,185
"15084",63,63
"15085",37,37
"15086",37,37
"15087",37,37
"15088",37,37
"15089",37,37
"15090",37,37
"15091",37,37
"15092",37,37
"15093",37,37
"15094",37,37
"15095",37,37
"15096",37,37
"15097",37,37
"15098",37,37
"15099",37,37
"15100",37,37
"15101",37,37
"15102",37,37
"15103",37,37
"15104",37,37
"15105",37,37
"15106",37,37
"15107",37,37
"15108",37,37
"15109",37,37
"15110",37,37
"15111",37,37
"15112",37,37
"15113",37,37
"15114",37,37
"15115",37,37
"15116",37,37
"15117",37,37
"15118",37,37
"15119",37,37
"15120",176,176
"15121",176,176
"15122",176,176
"15123",176,176
"15124",176,176
"15125",176,176
"15126",176,176
"15127",176,176
"15128",176,176
"15129",114,114
"15130",186,186
"15131",186,186
"15132",186,186
"15133",186,186
"15134",186,186
"15135",48,48
"15136",48,48
"15137",48,48
"15138",48,48
"15139",48,48
"15140",48,48
"15141",48,48
"15142",48,48
"15143",48,48
"15144",48,48
"15145",48,48
"15146",48,48
"15147",48,48
"15148",48,48
"15149",48,48
"15150",48,48
"15151",48,48
"15152",48,48
"15153",48,48
"15154",48,48
"15155",48,48
"15156",48,48
"15157",48,48
"15158",48,48
"15159",48,48
"15160",48,48
"15161",48,48
"15162",48,48
"15163",48,48
"15164",48,48
"15165",48,48
"15166",48,48
"15167",48,48
"15168",48,48
"15169",48,48
"15170",48,48
"15171",48,48
"15172",48,48
"15173",98,98
"15174",98,98
"15175",98,98
"15176",98,98
"15177",98,99
"15178",99,98
"15179",99,99
"15180",98,98
"15181",98,98
"15182",98,98
"15183",98,134
"15184",98,99
"15185",134,98
"15186",134,134
"15187",134,99
"15188",99,98
"15189",99,134
"15190",99,99
"15191",98,98
"15192",98,98
"15193",98,98
"15194",98,99
"15195",99,98
"15196",99,99
"15197",98,98
"15198",98,98
"15199",98,99
"15200",99,98
"15201",99,99
"15202",98,98
"15203",98,98
"15204",98,98
"15205",98,98
"15206",134,134
"15207",134,134
"15208",134,134
"15209",134,134
"15210",134,134
"15211",134,134
"15212",134,134
"15213",134,134
